693.01	257.22
693.335	265.81
693.66	248.64
693.985	259.48
694.309	241.86
694.634	234.17
694.959	200.28
695.283	240.95
695.608	366.15
695.932	337.22
696.257	292.93
696.581	210.22
696.905	251.8
697.23	224.23
697.554	234.17
697.878	252.71
698.202	304.23
698.526	235.08
698.85	216.1
699.174	169.09
699.498	197.11
699.822	248.19
700.146	238.69
700.47	209.32
700.794	198.92
701.117	221.07
701.441	210.67
701.765	206.15
702.088	165.93
702.412	269.43
702.735	277.11
703.059	222.88
703.382	226.94
703.705	192.14
704.029	235.53
704.352	163.22
704.675	206.6
704.998	184.46
705.321	187.62
705.644	223.33
705.967	231.91
706.29	171.35
706.613	207.51
706.936	206.6
707.259	237.34
707.582	191.69
707.905	215.19
708.227	245.93
708.55	207.06
708.872	212.93
709.195	193.95
709.518	194.85
709.84	197.57
710.162	224.23
710.485	208.86
710.807	149.21
711.129	206.6
711.451	158.7
711.774	211.58
712.096	156.44
712.418	203.89
712.74	173.61
713.062	188.98
713.384	165.48
713.706	188.07
714.027	183.1
714.349	159.6
714.671	205.25
714.993	203.89
715.314	187.62
715.636	191.69
715.957	202.09
716.279	195.76
716.6	182.65
716.922	200.28
717.243	158.7
717.564	175.42
717.886	222.88
718.207	210.22
718.528	182.2
718.849	237.79
719.17	186.27
719.491	208.86
719.812	139.71
720.133	185.81
720.454	198.92
720.775	137.45
721.096	109.43
721.416	134.29
721.737	128.87
722.058	95.42
722.378	165.48
722.699	196.21
723.019	246.38
723.34	153.27
723.66	123.44
723.981	104.46
724.301	118.02
724.621	91.35
724.941	153.72
725.261	143.33
725.582	148.75
725.902	101.75
726.222	160.96
726.542	202.54
726.862	93.16
727.181	144.23
727.501	81.86
727.821	107.62
728.141	137
728.46	148.3
728.78	134.74
729.1	135.19
729.419	170.9
729.739	142.43
730.058	207.06
730.378	173.16
730.697	163.22
731.016	159.6
731.335	146.49
731.655	122.09
731.974	116.66
732.293	156.44
732.612	142.43
732.931	203.44
733.25	146.49
733.569	118.02
733.888	146.04
734.206	131.13
734.525	182.2
734.844	128.87
735.163	161.86
735.481	122.99
735.8	98.58
736.118	105.82
736.437	143.78
736.755	70.56
737.074	96.33
737.392	105.36
737.71	87.29
738.028	111.24
738.347	150.56
738.665	124.35
738.983	64.24
739.301	90.9
739.619	151.46
739.937	108.98
740.255	77.79
740.572	69.21
740.89	96.78
741.208	115.76
741.526	168.19
741.843	174.06
742.161	186.27
742.478	120.28
742.796	144.23
743.113	138.81
743.431	186.27
743.748	159.15
744.065	134.74
744.383	74.18
744.7	89.55
745.017	63.78
745.334	88.64
745.651	80.96
745.968	100.39
746.285	137.91
746.602	112.14
746.919	68.3
747.236	80.05
747.553	56.1
747.869	157.34
748.186	118.02
748.503	133.84
748.819	50.22
749.136	122.99
749.452	91.81
749.769	78.25
750.085	58.81
750.401	80.96
750.718	124.8
751.034	95.87
751.35	103.56
751.666	90.9
751.982	81.86
752.298	140.62
752.614	84.57
752.93	113.5
753.246	95.87
753.562	137.45
753.878	95.42
754.193	52.94
754.509	98.58
754.825	141.97
755.14	120.73
755.456	109.43
755.771	143.33
756.087	104.01
756.402	119.83
756.717	93.16
757.033	91.35
757.348	113.5
757.663	76.89
757.978	101.3
758.293	121.64
758.608	118.47
758.923	139.71
759.238	103.56
759.553	96.78
759.868	83.22
760.183	82.77
760.498	137
760.812	168.19
761.127	137
761.442	132.03
761.756	109.88
762.071	113.5
762.385	107.17
762.7	94.97
763.014	118.02
763.328	73.73
763.642	95.42
763.957	123.44
764.271	113.05
764.585	105.82
764.899	92.26
765.213	110.34
765.527	89.55
765.841	78.25
766.155	54.74
766.468	66.5
766.782	132.48
767.096	76.44
767.41	37.57
767.723	87.74
768.037	104.46
768.35	106.72
768.664	97.68
768.977	117.12
769.29	104.46
769.604	79.6
769.917	106.27
770.23	47.51
770.543	109.43
770.857	111.24
771.17	79.15
771.483	93.16
771.796	114.4
772.108	106.27
772.421	84.12
772.734	23.56
773.047	85.48
773.36	68.76
773.672	73.73
773.985	87.29
774.297	48.87
774.61	64.69
774.922	34.86
775.235	46.16
775.547	94.97
775.859	83.22
776.172	76.44
776.484	66.5
776.796	59.72
777.108	42.09
777.42	75.08
777.732	22.2
778.044	113.95
778.356	103.1
778.668	72.82
778.98	120.73
779.291	78.7
779.603	44.8
779.915	47.06
780.226	37.57
780.538	50.22
780.849	40.28
781.161	33.5
781.472	77.34
781.784	55.2
782.095	75.08
782.406	84.57
782.717	30.79
783.029	8.19
783.34	37.57
783.651	63.33
783.962	61.07
784.273	66.04
784.584	23.11
784.894	33.5
785.205	63.33
785.516	45.71
785.827	25.37
786.137	34.41
786.448	56.1
786.758	52.94
787.069	56.55
787.379	15.88
787.69	37.12
788	52.94
788.31	84.57
788.621	34.86
788.931	33.5
789.241	58.81
789.551	68.76
789.861	64.24
790.171	66.04
790.481	62.88
790.791	71.02
791.101	38.93
791.41	47.51
791.72	30.34
792.03	36.21
792.339	44.35
792.649	37.12
792.958	74.63
793.268	47.96
793.577	37.57
793.887	74.63
794.196	71.02
794.505	93.61
794.815	25.37
795.124	42.54
795.433	51.58
795.742	33.05
796.051	29.89
796.36	6.84
796.669	33.95
796.978	7.29
797.286	30.79
797.595	31.24
797.904	34.41
798.213	53.84
798.521	54.74
798.83	68.3
799.138	65.59
799.447	53.84
799.755	28.98
800.063	25.82
800.372	51.58
800.68	42.09
800.988	28.98
801.296	26.72
801.604	37.12
801.912	36.67
802.22	41.64
802.528	77.34
802.836	52.48
803.144	23.56
803.452	28.08
803.76	20.39
804.067	30.34
804.375	37.12
804.682	30.79
804.99	69.66
805.297	30.34
805.605	57.91
805.912	40.28
806.22	54.74
806.527	42.99
806.834	49.32
807.141	23.11
807.448	5.03
807.755	-11.69
808.062	6.84
808.369	52.48
808.676	18.59
808.983	85.48
809.29	20.39
809.597	34.41
809.903	65.14
810.21	62.88
810.517	50.68
810.823	5.48
811.13	49.77
811.436	27.63
811.743	9.1
812.049	45.71
812.355	132.03
812.661	24.91
812.968	40.73
813.274	21.3
813.58	54.74
813.886	20.85
814.192	47.51
814.498	72.37
814.804	10.45
815.109	13.62
815.415	43.9
815.721	18.14
816.027	20.85
816.332	59.72
816.638	54.74
816.943	69.66
817.249	39.83
817.554	-2.2
817.859	2.77
818.165	69.66
818.47	0.06
818.775	37.57
819.08	34.41
819.385	39.83
819.69	24.91
819.995	5.93
820.3	32.15
820.605	16.78
820.91	34.86
821.215	18.59
821.52	58.81
821.824	59.26
822.129	47.96
822.433	43.45
822.738	19.49
823.042	15.88
823.347	19.94
823.651	10.45
823.955	23.56
824.26	37.12
824.564	51.13
824.868	41.19
825.172	19.49
825.476	28.53
825.78	12.26
826.084	14.52
826.388	10
826.692	50.68
826.996	28.98
827.299	-1.75
827.603	49.77
827.907	65.14
828.21	13.62
828.514	30.34
828.817	45.71
829.121	14.07
829.424	10.45
829.727	38.47
830.031	34.86
830.334	51.13
830.637	46.16
830.94	47.06
831.243	52.03
831.546	75.08
831.849	22.2
832.152	26.27
832.455	34.86
832.758	8.64
833.06	13.62
833.363	33.95
833.666	80.05
833.968	3.67
834.271	19.94
834.573	15.42
834.876	45.71
835.178	3.67
835.48	48.87
